metric_name,count,llm_action,target_field_key,suggested_field_key,suggested_aliases,suggested_required_any,name_cn,category,value_type,confidence,llm_reason,example_reports
纺织用相变调温快干及其应用功能评价 纺织定形机电气治理技术规范 阻燃保暖针织服装 纺织品抗菌、抗病毒及其功能评价 产品碳足迹产品种类规则 毛织物,1,keep_unknown,,,[],[],,,,0.95,该指标为团体标准名称及编号列表（如T/CTES 1005—2017、T/CNTAC 204-2024等），属于标准化工作或合规性披露范畴，反映企业参与标准制定的情况，而非可量化的ESG实质性绩效指标；其内容涵盖纺织功能评价、设备技术规范、产品碳足迹规则等，具有高度行业特定性与非量化、非统一计量特征，不符合Core ESG Schema对高频、跨行业、可量化、ESG相关性强的核心要求。,007_002486_嘉麟杰_2024_嘉麟杰：2024年社会责任报告
海外客户接待次数,1,keep_unknown,,,[],[],,,,0.95,海外客户接待次数属于业务运营或客户关系管理类经营行为指标，反映市场拓展活动而非ESG实质性议题；Core ESG Schema中无对应维度（customer_complaints为负面社会影响指标，不覆盖正面接待行为），且不具备跨行业通用性、可比性或监管披露强制性，不符合new_core_candidate标准；亦非已有Core指标的同义表达，故应保持unknown。,007_002486_嘉麟杰_2024_嘉麟杰：2024年社会责任报告
客户拜访次数,1,keep_unknown,,,[],[],,,,0.95,客户拜访次数属于销售与客户关系管理类经营行为指标，反映业务拓展活动强度，不直接关联环境（E）、社会（S）或治理（G）实质性议题；Core ESG Schema 聚焦ESG实质性、可比性、跨行业通用的量化或质性指标，该指标无ESG内涵、不可比、非监管或国际框架（如GRI、SASB、TCFD/ISSB）推荐的核心披露项，且示例中明确归类为‘客户关系管理’经营绩效表，符合‘经营绩效/财务指标一般 keep_unknown’原则。,007_002486_嘉麟杰_2024_嘉麟杰：2024年社会责任报告
出差访问总次数,1,keep_unknown,,,[],[],,,,0.95,出差访问总次数属于客户关系管理中的具体运营活动类指标，反映销售或服务行为频次，不直接衡量ESG实质性影响；无环境、社会或治理维度的通用性、可比性或监管必要性；Core ESG Schema中customer_complaints等指标聚焦负面事件，而该指标为中性/正向经营行为，且单位‘次’缺乏标准化口径（如是否含差旅目的、人员规模、客户层级等），不符合高频、跨行业、可量化、ESG相关性强的核心指标入选原则。,007_002486_嘉麟杰_2024_嘉麟杰：2024年社会责任报告
人均客户,1,keep_unknown,,,[],[],,,,0.95,该指标'人均客户'属于客户关系管理类经营绩效指标，反映业务运营效率而非ESG实质性议题；Core ESG Schema中无语义匹配字段（customer_complaints等仅表负面事件，不表客户规模或服务密度）；其计算逻辑（客户数/员工数）依赖非ESG基础数据，且单位'位'缺乏标准化度量基准；不符合高频、跨行业、可量化、ESG相关性强的Core准入原则。,007_002486_嘉麟杰_2024_嘉麟杰：2024年社会责任报告
潜在客户,1,keep_unknown,,,[],[],,,,0.95,潜在客户是典型的营销与客户关系管理类经营性指标，反映销售漏斗前端活动，不直接衡量环境、社会或治理实质性影响；Core ESG Schema 聚焦ESG实质性议题，该指标无跨行业通用ESG相关性，亦非监管或主流框架（如GRI、SASB、ISSB）推荐的核心ESG指标。,007_002486_嘉麟杰_2024_嘉麟杰：2024年社会责任报告
调节客户总数,1,keep_unknown,,,[],[],,,,0.95,调节客户总数属于公司内部经营过程中的特色管理指标，无明确ESG内涵（不直接反映环境、社会或治理实质性议题），未在主流ESG框架（如GRI、SASB、TCFD/ISSB）中列为通用指标，且示例中与‘客户满意度’表格并列、数值为整数无单位，疑似客户问题调解/投诉处理量等运营口径数据，不符合Core ESG指标的跨行业性、可比性与ESG相关性要求。,007_002486_嘉麟杰_2024_嘉麟杰：2024年社会责任报告
调查客户总数,1,keep_unknown,,,[],[],,,,0.95,调查客户总数属于市场调研过程性指标，反映样本量而非ESG实质性议题；Core ESG Schema中customer_complaints聚焦负面事件，而客户满意度、客户调查等正向服务类指标尚未被纳入通用核心（当前无对应qualitative或quantitative的客户参与类核心字段），且该指标不具备跨行业强制披露共识、不可比性强（调查方法/覆盖范围差异大）、不直接关联E/S/G任一维度的实质性影响，属于公司特色运营数据，不符合new_core_candidate的高频、可量化、ESG相关性强原则。,007_002486_嘉麟杰_2024_嘉麟杰：2024年社会责任报告
吸纳就业,1,keep_unknown,,,[],[],,,,0.95,吸纳就业属于企业经营绩效或社会贡献类指标，反映公司对区域就业的拉动作用，但其定义模糊（未明确是新增就业、净增就业、还是总雇佣人数）、口径不一（可能含临时工、外包人员等），且不具备ESG核心维度所需的可比性、可验证性和跨行业通用性；Core ESG Schema中已覆盖员工总数、结构、流动、培训等标准化S维度指标，而吸纳就业更接近宏观社会影响描述，不属于公司治理、员工权益或供应链责任等可归因、可管理的ESG实质性议题，故应保持为unknown。,007_002486_嘉麟杰_2024_嘉麟杰：2024年社会责任报告
新增就业,1,industry_schema_candidate,,,[],[],,,,0.85,新增就业是地方政府考核、区域经济贡献或特定行业（如劳动密集型制造业、基建、乡村振兴相关企业）关注的政策性/发展性指标，不具备跨行业通用可比性；其数值受招聘节奏、业务扩张周期、地域用工政策等高度影响，不属于ESG核心社会议题（如员工权益、健康安全、培训、多元化等）的直接衡量维度，更适合作为行业补充指标而非通用Core。,007_002486_嘉麟杰_2024_嘉麟杰：2024年社会责任报告
全球服务贸易理事会,1,keep_unknown,,,[],[],,,,0.95,‘全球服务贸易理事会’是组织名称，‘会员单位’为定性身份描述，非量化ESG指标，不反映环境、社会或治理绩效，也不具备跨行业通用性、可量化性或ESG相关性，属于公司参与的外部组织关系信息，应归类为公司特色披露内容，不符合Core ESG Schema纳入标准。,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告
信息技术应用创新工作委员会,1,keep_unknown,,,[],[],,,,0.95,信息技术应用创新工作委员会是行业性协作组织名称，其披露值为'会员单位'，属于定性身份标识，非量化ESG绩效指标；不反映环境、社会或治理实质性表现，也不符合任何Core字段的value_type（要求number/percentage/boolean_or_text等明确类型），且无跨行业通用性，属于公司参与特定行业联盟的特色信息，应保持unknown。,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告
中国软件行业协会,1,keep_unknown,,,[],[],,,,0.95,中国软件行业协会（副理事长单位）属于组织会员资质、行业身份或企业声誉类信息，不表征环境、社会或治理的实质性绩效或管理实践，无量化ESG影响，不符合Core ESG指标‘高频、跨行业、可量化、ESG相关性强’的核心原则；其本质是公司背景或合作网络描述，属于公司特色披露内容，不应纳入通用Core Schema。,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告
中国国际投资促进会,1,keep_unknown,,,[],[],,,,0.95,中国国际投资促进会副会长单位属于组织会员资质或身份标识，不表征环境、社会或治理绩效，无量化ESG内涵，不符合Core ESG Schema对实质性、可测量、跨行业通用指标的要求；属于公司特色合作/声誉类信息，应归类为非结构化披露内容，不建议纳入标准指标体系。,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告
中关村金融科技产业发展联盟,1,keep_unknown,,,[],[],,,,0.95,中关村金融科技产业发展联盟副理事长单位属于组织会员资质或身份认证类信息，反映企业行业参与度或声誉关联，不表征环境、社会或治理的实质性绩效、投入、风险或结果，无量化ESG内涵，亦非跨行业通用指标；其性质属于公司特色合作/背书信息，不符合Core ESG指标的可量化、实质性、高频披露和跨行业适用性要求。,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告
中国建筑节能协会建筑调适与运维委员会,1,keep_unknown,,,[],[],,,,0.95,该指标为社会组织职务身份（如'常务副会长单位'），属于公司品牌合作、行业参与或治理能力建设的定性描述，非可量化ESG绩效指标；Core ESG Schema聚焦于高频、跨行业、可测量、实质性ESG结果或投入类指标，此类协会任职信息不具备量化属性、不可比性弱、披露颗粒度不一，且无统一计量口径，应归类为公司特色治理实践或品牌活动，不建议纳入通用Core体系。,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告
上海市总部企业促进会,1,keep_unknown,,,[],[],,,,0.95,该指标为社会组织名称及会员身份（如‘上海市总部企业促进会常务副会长单位’），属于公司品牌合作、治理关系或声誉类非量化信息，不具跨行业通用性、不可直接量化、无统一披露口径，且Core ESG Schema中无任何qualitative类field_key覆盖此类组织身份/会员资格类描述；不属于环境、社会、治理维度的实质性ESG绩效或管理实践指标，应归类为公司特色披露或品牌宣传内容，不符合new_core_candidate、add_alias_to_existing_core或industry_schema_candidate的任一条件。,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告
中关村金融科技产业发展联盟（一带一路）专委会,1,keep_unknown,,,[],[],,,,0.95,该指标为社会组织职务身份（如‘会长单位’），属于机构关系、品牌合作或公司治理表象信息，不反映实质性ESG绩效或管理实践；既非环境、社会、治理维度的量化/质性指标，也不具备跨行业通用性、可比性或监管相关性，符合keep_unknown判定原则。,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告
中国国际投资促进会“企业出海咨询服务工作委员会”,1,keep_unknown,,,[],[],,,,0.95,该指标为组织会员身份/资格类信息（如‘理事单位’），属于机构关系、品牌建设或商业合作范畴，非环境、社会或治理维度的量化绩效指标或定性政策机制；Core ESG Schema 中无任何语义、功能或结构可映射字段，且不具备跨行业通用性、可量化性或ESG实质性。,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告
北京软件和信息服务业协会国际合作工作委员会,1,keep_unknown,,,[],[],,,,0.95,该指标为社会组织名称及职务身份（如‘会长单位’），属于机构关系、治理参与或品牌合作类描述，非可量化ESG绩效指标；不反映环境、社会或治理的实际表现，也不具备跨行业通用性、可比性或标准化测量基础，符合keep_unknown判定原则。,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告
上海市浦东新区外商投资协会,1,keep_unknown,,,[],[],,,,0.95,该指标为具体社会组织名称（上海市浦东新区外商投资协会）及其会员身份属性，属于组织关系或资质类信息，不表征环境、社会或治理绩效，无量化ESG内涵，亦非跨行业通用指标；根据判断原则，公司特色组织关系、会员资格、行业协会归属等均不属于Core ESG Schema覆盖范围。,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告
开展了线上/线下审核的供应商总数,1,industry_schema_candidate,,,[],[],,,,0.88,该指标‘开展了线上/线下审核的供应商总数’反映的是供应链尽职调查执行层面的数量结果，属于供应链ESG管理的落地活动指标，而非基础性、跨行业高频通用指标；Core中已有定性指标 supplier_esg_assessment（供应商ESG评估机制），但未设定量审核数量类指标；此类数量型执行指标在制造业、ICT等行业较常见，但在金融、服务业等轻供应链行业缺乏可比性和必要性，更适合纳入行业ESG子体系（如ICT行业供应链管理模块），不宜新增为通用Core指标。,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告
海外创造就业机会,1,industry_schema_candidate,,,[],[],,,,0.85,海外创造就业机会反映企业在境外市场的社会影响，具有显著地域和业务模式依赖性（如IT外包、工程承包、制造业出海等），并非所有行业普遍披露或可比；其统计口径（是否含分包、本地雇佣定义、是否含短期派遣等）缺乏统一标准，且Core Schema中已有total_employees、female_employees等基础人力指标覆盖核心S维度，该指标属于CSR延伸性、情境化指标，更适合纳入行业ESG子体系（如信息技术服务、对外工程承包等行业 schema），不宜纳入通用Core。,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告
年报公告数量,1,keep_unknown,,,[],[],,,,0.95,年报公告数量属于公司信息披露操作类指标，反映的是合规披露行为频次，而非ESG实质性绩效或治理结构特征；Core ESG Schema中G类指标聚焦治理机制（如董事会构成、反腐败政策、举报机制等）和治理成效（如腐败事件、举报案件），不涵盖行政性/程序性公告数量；该指标无跨行业可比性、不可量化ESG影响、且与ESG实质性议题关联弱，符合keep_unknown判定原则。,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告
互动平台回复总量,1,keep_unknown,,,[],[],,,,0.95,互动平台回复总量属于投资者关系管理（IRM）范畴，反映公司与投资者沟通的运营效率，不属于环境（E）、社会（S）或治理（G）维度的核心实质性议题；Core ESG Schema 中已涵盖治理类定量指标（如董事会会议次数、股东大会次数、举报案件数量等），但均聚焦于公司内部治理结构、合规与监督机制，而非外部沟通响应行为；该指标无跨行业通用披露惯例，单位‘条’为操作性计数，缺乏标准化口径（如是否含自动回复、是否去重、覆盖平台范围等），且示例报告中归类为‘治理绩效’属误置——实际不表征治理有效性或问责机制，故应保持为 unknown。,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告
投资者热线接听总次数,1,keep_unknown,,,[],[],,,,0.95,投资者热线接听总次数属于投资者关系管理（IR）运营活动的内部管理指标，反映客户服务响应效率，但不具备ESG实质性（materiality）、跨行业通用性或监管强制披露要求；Core ESG Schema中G类指标聚焦治理结构、合规机制与监督有效性（如董事会运作、反腐败、举报机制等），而非日常IR事务量度；该指标更接近公司运营特色数据，无量化ESG影响路径，且未在主流框架（GRI、SASB、TCFD/ISSB）中列为核心指标。,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告
投资者热线问题 / 投资者解答率,1,keep_unknown,,,[],[],,,,0.95,投资者热线问题/投资者解答率属于投资者关系管理（IRM）范畴，聚焦于信息披露响应效率，与ESG实质性议题（环境、社会、治理的实质性影响与风险）无直接关联；Core ESG Schema 明确排除投资者教育、客户满意度、党建活动等非实质性经营支持类指标；该指标不具备跨行业通用性、不可比性强（口径依赖内部定义），且无监管强制披露要求，属于公司特色运营指标，不符合 new_core_candidate 或 industry_schema_candidate 的判定标准。,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告
监管部门对发行人或其雇员提出已审结的资本诉讼案件的数目,1,industry_schema_candidate,,,[],[],,,,0.88,该指标‘监管部门对发行人或其雇员提出已审结的资本诉讼案件的数目’聚焦于资本市场监管下的特定法律诉讼，属于证券监管合规范畴，具有显著金融/资本市场行业属性（如IPO、再融资、信息披露违规等场景），并非跨行业通用ESG议题；Core中已有confirmed_corruption_cases和whistleblowing_cases均指向内部舞弊与举报治理，不覆盖外部监管机构发起的资本诉讼；该指标更适合作为金融行业（尤其是证券、基金、上市公司）ESG子集中的治理风险专项指标，不宜纳入通用Core。,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告
因公司不正当竞争行为导致诉讼成重大的行政处分事件,1,new_core_candidate,,unfair_competition_cases,[],[],不正当竞争事件数量,G,number,0.88,该指标反映企业在市场竞争中的合规表现，属于公司治理（G）维度下关键的商业道德与反不正当竞争风险指标；高频出现在ESG报告‘商业道德’章节，跨行业通用（科技、制造、消费、金融等均面临反垄断与不正当竞争监管）；可量化（事件件数）、定义清晰（诉讼或重大行政处分）、与现有‘confirmed_corruption_cases’‘whistleblowing_cases’形成治理风险互补，但不可被其替代——腐败聚焦权力寻租，不正当竞争聚焦市场行为失范，二者监管依据（《反不正当竞争法》vs《刑法》《监察法》）、主体、场景均不同，具备独立纳入Core的必要性与合理性。,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告
参与反腐培训人次,1,add_alias_to_existing_core,anti_corruption_training_participants,,"[""参与反腐培训人次""]","[""参与反腐培训人次""]",,,,0.98,该指标名称'参与反腐培训人次'与现有core字段anti_corruption_training_participants的aliases中'反腐败培训参与人数或人次'语义完全一致，单位'人次'匹配，且上下文（商业道德主题、G类治理指标）高度吻合，属于同义表达，应作为别名加入。,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告
环保违法事件与处罚,1,add_alias_to_existing_core,environmental_violation_cases,,"[""环保违法事件与处罚""]","[""环保违法事件与处罚""]",,,,0.98,该指标名称与 existing core field 'environmental_violation_cases' 的 aliases 中的 '环境违法事件'、'环境行政处罚事件' 高度语义一致，单位'件'完全匹配其计量逻辑（事件数量），且上下文明确属于E类环境合规表现，无需新增字段。,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告
获颁 ISO 14001 环境管理体系的企业家数（含母公司）,1,industry_schema_candidate,,,[],[],,,,0.95,ISO 14001环境管理体系认证企业数量属于管理体系合规性/认证类指标，反映组织管理能力而非实质性ESG绩效；Core ESG Schema聚焦可量化、跨行业高频的实质性环境影响（如排放、资源消耗）、社会表现（如员工、培训）和治理结构（如董事会、反腐败），而认证数量具有行业推广阶段依赖性（如制造业更常见，服务业较少），且易受企业规模、集团架构影响，不具备直接可比性和物理意义，更适合纳入行业ESG子体系（如制造业、电子、化工等行业模板中的‘环境管理体系覆盖情况’），不应进入通用Core。,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告
办公室耗电,1,add_alias_to_existing_core,electricity_consumption,,"[""办公室耗电""]","[""办公室耗电""]",,,,0.98,该指标明确指向办公场景下的电力消耗，单位为千瓦时，与 electricity_consumption 的定义、单位及现有别名'营业办公消耗电力'高度一致，属于同义表达，无需新增字段。,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告
外购冷量,1,add_alias_to_existing_core,energy_consumption_total,,"[""外购冷量""]","[""外购冷量""]",,,,0.88,外购冷量属于外部采购的能源服务形式，本质是用于制冷的能源输入，与综合能耗、能源消耗总量在物理意义上同属一次/二次能源消耗范畴；虽单位为兆瓦时（非标准电能单位，但等效于能量单位），但其计量对象（冷量）可折算为等效电能或直接纳入广义能源消耗统计口径；Core中已有energy_consumption_total覆盖‘综合能耗’‘总能源消耗’等宽泛表述，且其aliases已包含‘外购电力’，逻辑上应延伸至其他外购能源服务（如冷、热）。不新增独立指标，避免过度细分削弱通用性。,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告
董事会大会召开次数,1,add_alias_to_existing_core,board_meetings,,"[""董事会大会召开次数""]","[""董事会大会召开次数""]",,,,0.98,该指标名称与 board_meetings 的现有 aliases（如'董事会召开次数'、'董事会会议召开次数'）语义高度一致，单位'次'匹配，所属主题'三会治理'明确属于公司治理（G类），且示例中数值为整数频次，符合 quantitative 指标定义。,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告
信披公告数量,1,industry_schema_candidate,,,[],[],,,,0.85,信披公告数量是证券监管导向下的公司治理实践指标，反映信息披露频次而非治理质量或机制有效性；其统计口径（如是否含临时公告、定期报告、ESG专项报告等）高度依赖监管要求和公司披露策略，缺乏跨行业可比性和标准化定义；Core ESG Schema 中已有 board_meetings、shareholder_meetings、board_esg_oversight 等治理过程与机制类指标，但不涵盖纯数量型披露行为指标；该指标更适合纳入金融/上市公司行业ESG子体系，而非通用Core。,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告
互动易回复总数量,1,keep_unknown,,,[],[],,,,0.95,互动易回复总数量属于投资者关系管理中的具体运营活动指标，反映公司对深交所互动易平台的响应行为，本质是IR沟通效率的微观操作数据，不具备ESG实质性（materiality）、跨行业通用性或监管强制披露要求；Core ESG Schema中无任何投资者沟通响应类指标（如客户满意度、投诉响应时效等亦未纳入），且该指标不涉及环境影响、社会福祉或公司治理结构/机制等ESG核心维度，属于公司特色运营指标，不应纳入通用Core体系。,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告
投资者热线接待总次数,1,keep_unknown,,,[],[],,,,0.95,投资者热线接待总次数属于投资者关系管理活动的运营类指标，反映公司与资本市场沟通频次，不直接衡量环境（E）、社会（S）或治理（G）实质性影响或绩效；Core ESG Schema 中治理类指标聚焦董事会监督、反腐败、举报机制等制度性、风险管控型要素，而非事务性沟通数量；该指标不具备跨行业通用性、ESG实质性、可比性或监管强制披露要求，属于公司特色运营数据，不符合 new_core_candidate 或 industry_schema_candidate 标准，应 keep_unknown。,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告
投资者热线问题 / 投诉解决率,1,keep_unknown,,,[],[],,,,0.85,投资者热线问题/投诉解决率属于投资者关系管理（IR）范畴，聚焦于股东沟通效率与服务质量，不属于ESG三大支柱（E/S/G）中具有跨行业通用性、可比性强、实质性高的核心披露指标；其内涵更接近客户服务绩效或公司治理支持性活动，未在G类现有指标（如董事会监督、反腐败、举报机制等）中体现标准化要求，且缺乏行业共识定义和统一计算口径，故暂不适合纳入Core ESG Schema。,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告
监管部门对发行人或其雇员提出并已审结的贪污诉讼案件的数目,1,add_alias_to_existing_core,confirmed_corruption_cases,,"[""监管部门对发行人或其雇员提出并已审结的贪污诉讼案件的数目"", ""已审结贪污诉讼案件数"", ""审结贪污诉讼案件数量""]","[""贪污诉讼案件"", ""审结"", ""监管部门""]",,,,0.98,该表述明确指向已由监管部门审结的贪污类腐败事件，与 confirmed_corruption_cases 的语义（已确认、客观发生、可验证）、类别（G）、value_type（number）、单位（件）及现有 aliases（如‘确认的腐败事件数量’‘已确认腐败事件’）高度一致，属于同义表达，无需新增字段。,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告
因公司不正当竞争行为导致诉讼或重大行政处罚事件,1,new_core_candidate,,unfair_competition_cases,[],[],不正当竞争事件数量,G,number,0.88,不正当竞争行为属于公司治理（G）维度下关键的合规与商业道德风险范畴，具有跨行业普遍性（如科技、消费、金融、制造等行业均面临反垄断、虚假宣传、商业诋毁等风险），且该指标为可量化、高频披露的负面事件类指标（类似 environmental_violation_cases 和 confirmed_corruption_cases），填补了当前 Core Schema 在非腐败类重大合规失当事件上的空白；其语义明确、边界清晰（诉讼或重大行政处罚），不宜归入现有 corruption/whistleblowing/ESG_policy 类字段，也不属于行业特有指标，符合 new_core_candidate 判断原则。,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告
参与反腐败培训人次,1,add_alias_to_existing_core,anti_corruption_training_participants,,"[""参与反腐败培训人次""]","[""参与反腐败培训人次""]",,,,0.98,该指标与现有 core 字段 anti_corruption_training_participants 的语义完全一致，'人次'是中文报告中对参与人数的常见量化表达（含重复参与），且示例中明确用于反腐败培训场景，符合其 aliases 中已有的'反腐败培训参与人数或人次'定义。,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告
环保违法违规事件与处罚,1,add_alias_to_existing_core,environmental_violation_cases,,"[""环保违法违规事件与处罚""]","[""环保违法违规事件与处罚""]",,,,0.98,该指标名称与 existing core field 'environmental_violation_cases' 的 aliases（如'环境违规事件数量'、'环境行政处罚事件'）语义高度一致，单位'件'完全匹配其计量逻辑，且上下文明确指向环境合规类负面事件数量，属于同义表达而非新指标。,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告
获得ISO 14001环境管理体系的企业家数（含母公司）,1,industry_schema_candidate,,,[],[],,,,0.95,ISO 14001认证企业数量属于管理体系合规性指标，反映组织管理能力而非实质性ESG绩效；该指标在Core ESG Schema中无对应字段，且不具备跨行业高频、可量化、直接环境影响的特征（如排放、能耗、水耗等）；其披露多见于IT服务、制造等重视体系认证的行业，但金融、能源等行业普遍不披露，缺乏通用性；更适合纳入行业ESG子集（如信息技术行业治理与合规模块），而非通用Core。,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告
办公室用纸,1,industry_schema_candidate,,,[],[],,,,0.95,办公室用纸属于办公运营类资源消耗，虽具环境相关性，但颗粒度过细、跨行业通用性弱（如制造业、重工业极少披露），且未被主流ESG框架（如GRI、SASB、TCFD）列为通用核心指标；其本质是间接能源/资源消耗的衍生项，可归入IT服务、咨询、金融等轻资产行业的运营类行业指标，不宜纳入通用Core ESG Schema。,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告
外购冷力,1,industry_schema_candidate,,,[],[],,,,0.95,外购冷力属于特定场景下的能源输入形式（如数据中心、医药制造、精密电子厂房等需集中供冷的设施），并非跨行业高频通用指标；其物理本质虽属能源消耗，但现有 Core 中的 energy_consumption_total 和 electricity_consumption 均未覆盖冷力（制冷量）这一热力学当量形式，且冷力计量单位（兆瓦时，指制冷量而非电能）与电力/天然气等不可直接等同；强行归入现有能源类核心字段会损害指标语义准确性与可比性；更适合在建筑、IDC、制药、高端制造等行业 ESG 子 schema 中定义，不建议纳入通用 Core。,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告
——按学历划分,1,keep_unknown,,,[],[],,,,0.95,该指标仅为分类标题（'——按学历划分'），无实际可量化ESG含义，未指明具体度量对象（如本科及以上员工人数、硕士人数等），不构成独立指标，也不属于任何现有Core ESG字段的同义表达；其作用仅为表格分组标识，需依赖下层具体指标（如不同学历员工人数）才具ESG意义，而学历结构相关指标（如本科及以上员工占比）尚未在Core中定义且暂未体现跨行业高频披露特征，故当前应保持unknown。,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告
——按岗位划分,1,keep_unknown,,,[],[],,,,0.95,指标名称'——按岗位划分'无实质语义，未指代任何具体ESG量化或定性指标，仅为报告中的分组标题（如表格小节标识），不具备独立指标属性；不符合Core ESG Schema对可量化、跨行业通用、ESG相关性强的要求，也不属于经营财务指标范畴，而是纯粹的文档结构标记，应保持unknown。,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告
在中台工作的员工,1,keep_unknown,,,[],[],,,,0.95,该指标'在中台工作的员工'描述的是企业内部组织架构（中台）下的员工数量，属于公司特有管理划分范畴，不具备跨行业通用性；既非标准ESG维度（E/S/G）下的通用人力结构指标（如total_employees、female_employees等），也不反映环境绩效、社会影响或治理机制，且无ESG实质性关联；符合'公司特色指标'定义，应保持unknown。,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告
在港台发备工作的员工,1,keep_unknown,,,[],[],,,,0.95,指标名称'在港台发备工作的员工'语义不清，疑似错别字（'发备'极可能为'派驻'或'备案'的误写），且该指标反映的是特定地域（港台）的员工分布情况，属于公司内部人力资源管理的细分口径，不具备跨行业通用性；Core ESG Schema中无地域维度员工分布类指标，亦无对应环境、社会或治理基础维度的标准化定义；此类地域性员工统计属于企业特色披露，不满足高频、可量化、ESG强相关、跨行业通用等new_core_candidate条件，亦非已有Core指标的同义表达，故应keep_unknown。,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告
在其他国家和地区,1,keep_unknown,,,[],[],,,,0.95,指标名称'在其他国家和地区'语义极度模糊，未指明统计对象（如员工、分支机构、营收、资产等），缺乏ESG维度指向性；示例中虽单位为'人'且出现在年龄分布表格下，暗示可能为境外员工人数，但该表述既非标准人力资源术语（如'海外员工'、'境外员工'、'外籍员工'），也未在Core Schema中任何S类员工相关字段的aliases中出现；且'在其他国家和地区'本身是地理描述短语，不具备独立指标语义，需依赖上下文补全（如'在其他国家和地区的员工人数'），不符合Core指标命名清晰性、自解释性原则；故属于上下文缺失的残缺表述，应归为公司报告格式噪声或特色披露，不建议映射或新增。,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告
——按岗位类型划分,1,keep_unknown,,,[],[],,,,0.95,该条目仅为报告中的分组标题（'——按岗位类型划分'），无实际量化值、无单位、无ESG实质性含义，不构成可采集指标，属于文档结构标记而非ESG指标，不符合任何Core ESG Schema字段的语义或数据要求。,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告
——按专业构成类别,1,keep_unknown,,,[],[],,,,0.95,该指标仅为分类标题（'——按专业构成类别'），无实际度量含义，未指明具体ESG维度、不可量化、不构成独立指标，属于报告结构中的分组标识而非指标本身，不符合Core ESG Schema对可量化、跨行业通用、ESG相关性强的要求。,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告
